DATE,station,name,prcp,snow,snwd,tmax,tmin,target
1970-03-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,53,31,44.0
1970-03-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,44,28,35.0
1970-03-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,35,27,32.0
1970-03-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.03,0.3,0.0,32,24,44.0
1970-03-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,44,21,34.0
1970-03-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.43,4.5,0.0,34,27,36.0
1970-03-13,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.03,0.3,5.0,36,23,29.0
1970-03-14,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.04,0.8,1.0,29,21,28.0
1970-03-15,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,2.0,28,16,30.0
1970-03-16,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,2.0,30,15,35.0
1970-03-17,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.13,1.3,1.0,35,16,42.0
1970-03-18,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.22,0.0,1.0,42,33,45.0
1970-03-19,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.11,0.0,0.0,45,37,48.0
1970-03-20,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.04,0.0,0.0,48,36,47.0
1970-03-21,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,47,36,40.0
1970-03-22,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.17,1.0,0.0,40,33,41.0
1970-03-23,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,41,34,43.0
1970-03-24,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.03,0.2,0.0,43,30,51.0
1970-03-25,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.27,0.0,0.0,51,27,51.0
1970-03-26,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.07,0.0,0.0,51,32,48.0
1970-03-27,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,48,30,55.0
1970-03-28,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,55,30,40.0
1970-03-29,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.16,1.9,1.0,40,25,49.0
1970-03-30,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,49,22,53.0
1970-03-31,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,53,34,59.0
1970-04-01,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.23,0.0,0.0,59,37,60.0
1970-04-02,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.83,0.1,0.0,60,33,53.0
1970-04-03,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,53,30,46.0
1970-04-04,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,46,31,52.0
1970-04-05,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,52,22,48.0
1970-04-06,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.28,0.8,0.0,48,30,54.0
1970-04-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,54,36,72.0
1970-04-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,72,32,63.0
1970-04-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,63,46,54.0
1970-04-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,54,35,58.0
1970-04-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,58,28,64.0
1970-04-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,64,40,70.0
1970-04-13,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.17,0.0,0.0,70,46,53.0
1970-04-14,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.04,0.0,0.0,53,44,66.0
1970-04-15,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,66,37,68.0
1970-04-16,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,68,40,74.0
1970-04-17,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,45,62.0
1970-04-18,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,62,36,58.0
1970-04-19,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.39,0.0,0.0,58,44,69.0
1970-04-20,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.21,0.0,0.0,69,52,61.0
1970-04-21,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.01,0.0,0.0,61,41,73.0
1970-04-22,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,73,38,73.0
1970-04-23,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.13,0.0,0.0,73,55,63.0
1970-04-24,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.72,0.0,0.0,63,50,70.0
1970-04-25,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,70,43,74.0
1970-04-26,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,54,78.0
1970-04-27,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,78,48,75.0
1970-04-28,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.51,0.0,0.0,75,54,83.0
1970-04-29,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,64,87.0
1970-04-30,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,68,86.0
1970-05-01,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.05,0.0,0.0,86,61,61.0
1970-05-02,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.23,0.0,0.0,61,43,59.0
1970-05-03,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,59,35,73.0
1970-05-04,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.02,0.0,0.0,73,41,73.0
1970-05-05,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,73,42,54.0
1970-05-06,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,54,36,65.0
1970-05-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,65,32,83.0
1970-05-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,50,85.0
1970-05-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,63,74.0
1970-05-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,61,81.0
1970-05-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.27,0.0,0.0,81,59,71.0
1970-05-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.87,0.0,0.0,71,61,81.0
1970-05-13,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.81,0.0,0.0,81,62,75.0
1970-05-14,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.31,0.0,0.0,75,56,84.0
1970-05-15,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,84,63,67.0
1970-05-16,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.05,0.0,0.0,67,54,63.0
1970-05-17,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.09,0.0,0.0,63,47,72.0
1970-05-18,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,72,41,83.0
1970-05-19,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,49,86.0
1970-05-20,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,86,59,87.0
1970-05-21,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,62,89.0
1970-05-22,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,89,62,87.0
1970-05-23,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.51,0.0,0.0,87,61,84.0
1970-05-24,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.08,0.0,0.0,84,65,85.0
1970-05-25,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.08,0.0,0.0,85,63,71.0
1970-05-26,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,71,51,67.0
1970-05-27,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,67,44,74.0
1970-05-28,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,51,83.0
1970-05-29,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,60,79.0
1970-05-30,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,79,61,81.0
1970-05-31,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,81,67,84.0
1970-06-01,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,84,68,82.0
1970-06-02,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.04,0.0,0.0,82,69,71.0
1970-06-03,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.33,0.0,0.0,71,58,73.0
1970-06-04,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.01,0.0,0.0,73,57,79.0
1970-06-05,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.84,0.0,0.0,79,58,72.0
1970-06-06,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,72,53,82.0
1970-06-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,82,51,88.0
1970-06-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,88,59,85.0
1970-06-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,55,85.0
1970-06-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,59,83.0
1970-06-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.13,0.0,0.0,83,63,85.0
1970-06-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.21,0.0,0.0,85,61,82.0
1970-06-13,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.01,0.0,0.0,82,63,81.0
1970-06-14,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.94,0.0,0.0,81,63,82.0
1970-06-15,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.31,0.0,0.0,82,64,81.0
1970-06-16,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,81,68,87.0
1970-06-17,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.25,0.0,0.0,87,68,89.0
1970-06-18,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,89,69,73.0
1970-06-19,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,73,54,72.0
1970-06-20,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,72,47,74.0
1970-06-21,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.39,0.0,0.0,74,58,75.0
1970-06-22,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,75,50,79.0
1970-06-23,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,79,52,83.0
1970-06-24,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,56,74.0
1970-06-25,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.28,0.0,0.0,74,60,81.0
1970-06-26,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.91,0.0,0.0,81,62,72.0
1970-06-27,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,72,54,77.0
1970-06-28,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,77,50,85.0
1970-06-29,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,60,95.0
1970-06-30,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,95,68,95.0
1970-07-01,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,95,72,93.0
1970-07-02,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.1,0.0,0.0,93,74,87.0
1970-07-03,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,72,77.0
1970-07-04,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.03,0.0,0.0,77,61,69.0
1970-07-05,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,69,55,81.0
1970-07-06,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,81,53,84.0
1970-07-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,84,58,81.0
1970-07-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.45,0.0,0.0,81,63,74.0
1970-07-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.76,0.0,0.0,74,62,73.0
1970-07-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,73,61,79.0
1970-07-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.15,0.0,0.0,79,65,85.0
1970-07-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,60,87.0
1970-07-13,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,65,90.0
1970-07-14,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,90,67,89.0
1970-07-15,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.01,0.0,0.0,89,74,82.0
1970-07-16,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,82,64,85.0
1970-07-17,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,59,87.0
1970-07-18,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,61,87.0
1970-07-19,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,87,66,71.0
1970-07-20,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.38,0.0,0.0,71,53,74.0
1970-07-21,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,48,76.0
1970-07-22,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,76,57,83.0
1970-07-23,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.16,0.0,0.0,83,63,86.0
1970-07-24,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,86,65,86.0
1970-07-25,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,86,65,84.0
1970-07-26,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.18,0.0,0.0,84,67,82.0
1970-07-27,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.02,0.0,0.0,82,66,90.0
1970-07-28,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.11,0.0,0.0,90,67,87.0
1970-07-29,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.15,0.0,0.0,87,70,85.0
1970-07-30,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.23,0.0,0.0,85,72,90.0
1970-07-31,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,90,73,91.0
1970-08-01,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,91,72,84.0
1970-08-02,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,84,61,81.0
1970-08-03,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,81,63,74.0
1970-08-04,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,74,57,77.0
1970-08-05,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,77,60,80.0
1970-08-06,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,80,60,80.0
1970-08-07,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,80,56,83.0
1970-08-08,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,83,62,71.0
1970-08-09,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1.06,0.0,0.0,71,64,79.0
1970-08-10,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.77,0.0,0.0,79,64,82.0
1970-08-11,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,82,59,85.0
1970-08-12,USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",0.0,0.0,0.0,85,61,85.0
